"","PLT_CN","LAT","LON","ELEV","SPCD_202","SPCD_746","SPCD_122","SPCD_814","SPCD_19","SPCD_93","SPCD_65","SPCD_106","SPCD_108","SPCD_18","SOIL_PLT_CN","FIELD_MOIST_SOIL_WT","OVEN_DRY_SOIL_WT","TOTAL_WATER_CONTENT_PCT","BULK_DENSITY","C_ORG_PCT","C_INORG_PCT","C_TOTAL_PCT","N_TOTAL_PCT","TXTRLYR1","TXTRLYR2","FORFLTHK","LTRLRTHK","CONDID","DPTHSBSL","AVGT","JANT","JULT","PPT","VARS","VARW","VARP","VARA","DIFS","DIFW","PPTS","PPTW"
"17",3642998010690,39.707554,-105.815674,11830,0,0,0,0,0,17,0,0,0,0,5328469010690,889.603333333333,664.113333333333,37.81,0.213,21.537,0,21.537,0.835333333333333,"1","9",3.725,1.175,1,0.3,278.472547984696,268.538278522023,290.340103651699,31.3896672867862,8.54354584247789,17.6836324763833,2.3444248338816e-05,79.6227432083922,15.5605361853036,13.8588771907883,7.92248512604127,5.3075802130844
"18",3643050010690,39.663146,-105.525425,10000,3,0,1,0,0,1,0,0,1,0,4703329010690,404.394,227.668,67.326,0.4682,21.8458,0.0615999999999999,21.9074,0.6082,"1","2",1.125,1.125,1,3.5,278.983249919796,269.105440546538,290.787699962804,30.902986674438,8.68086136101773,18.2945241289612,2.46696360167985e-05,79.4093387356532,15.6199265096864,14.0814259094464,8.17440681662793,4.78985413677434
"19",3643092010690,39.720418,-105.692231,8470,16,3,0,0,0,0,0,0,0,0,5328469010690,889.603333333333,664.113333333333,37.81,0.213,21.537,0,21.537,0.835333333333333,"1","9",3.725,1.175,1,0.3,278.684237376161,268.772229630148,290.538172437877,31.1898345590812,8.6416862997638,18.0001252833544,2.39575500699781e-05,79.6760415940731,15.5874788243951,13.9206037721321,8.02481974877055,5.07753692308338
"20",3643125010690,37.131318,-106.323915,10130,10,0,0,0,1,0,0,0,0,0,40391941010690,287.61,201.348,16.766,0.4498,24.145,0.015,24.16,0.4446,"2","2",0.05,0.05,1,6.1,279.965524690199,269.984226132542,291.019957212017,27.6782613776695,6.50755525808052,14.6907387193583,2.01656781593961e-05,74.886735292488,14.7714177716992,13.6774412350997,7.6284304447082,5.58737067877579
"21",3643194010690,37.261459,-106.414846,10740,0,24,0,0,19,19,0,0,0,0,40391941010690,287.61,201.348,16.766,0.4498,24.145,0.015,24.16,0.4446,"2","2",0.05,0.05,1,6.1,279.741664550499,269.746963739648,290.855320407771,28.1412025226013,6.52113791113796,14.5674786373902,2.00823538724359e-05,75.0640171971189,14.8192330939611,13.7049751097369,7.5389737639887,5.8330226507788
"22",3643327010690,37.086563,-106.411508,10290,0,0,0,0,0,42,0,0,0,0,40391941010690,287.61,201.348,16.766,0.4498,24.145,0.015,24.16,0.4446,"2","2",0.05,0.05,1,6.1,280.011487196478,270.006581504512,291.076338953198,27.5452160349375,6.505722368764,14.6661243511915,1.97447305313433e-05,75.1364137746477,14.7376677219963,13.5747329250002,7.51093327007447,5.6832573401491
"23",3643395010690,37.308668,-106.526211,11340,0,0,0,0,34,50,0,0,0,0,37273624010690,501.836,309.1,57.008,0.2734,24.9712,0.2496,25.2208,0.93,"1","1",1.45,0.675,1,7,279.666952087584,269.646609655131,290.825001597998,28.3215758465585,6.54273986874152,14.5000624438817,1.97847420636465e-05,75.388894448966,14.8232022039411,13.6470948982854,7.40164948651974,6.03940972431627
"24",3643529010690,37.534799,-105.460504,10370,0,23,0,0,0,23,0,0,0,0,3667119010690,158.634,128.47,56.26,0.4708,22.53,0.3838,22.9138,0.6424,"1","1",0.3,0.3,1,9.1,280.401143818819,270.547059147643,291.436084462392,27.5998542266571,6.92952122948285,15.9711590353877,2.38818138482719e-05,74.4848990249296,15.0872261403558,14.5758827825877,8.40204803304146,4.30505982150558
"25",3643669010690,37.322387,-105.284979,10010,25,0,0,0,1,13,0,0,0,0,35372993010690,395.946666666667,291.863333333333,38.9733333333333,0.122,28.7203333333333,0,28.7203333333333,1.16233333333333,"1","9",0.85,0.725,1,4.8,281.095368445517,271.219875974414,292.072631378233,26.7362815693247,7.04593882868517,16.5611451807981,2.41832467528049e-05,75.0404543016274,14.9799518027593,14.5037981779662,8.38264968071809,3.95718667404873
"26",3643736010690,37.229929,-105.338218,9270,0,0,0,0,0,0,0,16,0,0,31662509010690,87.095,75.905,12.3125,0.194,17.3475,0.0892500000000001,17.43675,0.76175,"1","1",0.2,0.2,1,1.8,281.122694900528,271.246659382609,292.074050942663,26.6604244023786,6.98980914734736,16.4356724868098,2.39362658141491e-05,74.9131553769131,14.9274364529076,14.4000840451698,8.35793451967194,4.01066246725869
"27",3643766010690,36.997926,-105.227597,10920,0,17,0,0,1,10,0,0,0,0,12209554010690,187.966666666667,112.343333333333,55.81,0.102666666666667,25.0926666666667,0,25.0926666666667,0.701,"1","1",0.575,0.3,1,5.8,281.750731368519,271.858548424854,292.638726784712,25.9720506010586,7.09182744582185,16.9128097171848,2.40533254883503e-05,75.3178968560484,14.7901345833931,14.2408403412905,8.31119355790486,3.79213861622455
"28",3643823010690,37.348911,-105.199223,11680,0,0,0,0,0,29,0,0,0,0,31662509010690,87.095,75.905,12.3125,0.194,17.3475,0.0892500000000001,17.43675,0.76175,"1","1",0.2,0.2,1,1.8,281.251721547983,271.36889648942,292.239045298072,26.5910779456762,7.13129827179762,16.8329877415451,2.44427757823928e-05,75.3265996036712,14.9937748524928,14.564145703198,8.38777494501268,3.83822686629336
"29",3643870010690,37.048508,-105.509254,8390,0,0,0,0,0,0,0,23,0,0,12209554010690,187.966666666667,112.343333333333,55.81,0.102666666666667,25.0926666666667,0,25.0926666666667,0.701,"1","1",0.575,0.3,1,5.8,281.06410620265,271.184117626766,291.969589091539,26.5859379388411,6.84657021667074,16.0440107085815,2.31748924747533e-05,74.5923109853349,14.8183261721538,14.1483569908916,8.28129497123497,4.20768629024604
"30",3643918010690,37.40755,-105.398729,8420,0,0,0,0,0,0,0,12,0,0,3667119010690,158.634,128.47,56.26,0.4708,22.53,0.3838,22.9138,0.6424,"1","1",0.3,0.3,1,9.1,280.716968200913,270.853119182727,291.716728161997,27.1742317725747,6.95605869806405,16.1816198810958,2.39336765530489e-05,74.6819981505976,15.0240583929224,14.5155320767664,8.38855341405225,4.15987189425409
"31",3643937010690,37.496174,-105.226166,9150,8,20,0,0,0,0,0,0,0,0,3667119010690,158.634,128.47,56.26,0.4708,22.53,0.3838,22.9138,0.6424,"1","1",0.3,0.3,1,9.1,280.967496749101,271.094867445089,291.99407893741,26.9470854320661,7.12973644377453,16.6963889231113,2.45009467761895e-05,75.190992670684,15.074761714305,14.6652610414425,8.42135601840368,3.91258987272196
"32",3644073010690,38.173559,-105.111713,7350,25,0,11,5,0,0,0,0,0,0,188760781020004,280.12,260.28,7.605,1.438,1.767,0.023,1.79,0.1025,"2","2",0.25,0.25,1,12.6,280.393170579485,270.540177030065,291.618184785501,27.9223259399574,7.52554766423584,17.2215069355781,2.52952940843828e-05,75.7847412144729,15.3884662252969,15.0308330998793,8.52789942261194,3.87389406089495
"33",3644140010690,38.209561,-105.674455,11150,0,24,0,0,1,18,0,0,0,5,3646836010690,124.178,121.082,3.966,0.6748,20.4374,0.0902,20.5276,0.4772,"3","3",0.025,0.025,1,1.5,279.168536009429,269.354599745476,290.401749112249,29.668163329373,7.06235815445151,15.5736618822559,2.39397644996223e-05,74.163783885379,15.3529732321072,14.7415744043479,8.41849411217613,4.94502463178557
"34",3644228010690,38.083942,-105.576313,9720,0,0,7,21,0,0,0,0,0,0,3644228010690,159.115,151.795,12.535,0.8315,11.4115,0.1135,11.525,0.325,"1","1",0.075,0.075,2,3,279.472447248224,269.654528094466,290.662165921392,29.1319535009902,7.05515199366308,15.7377977700113,2.41071476540204e-05,74.231552472845,15.3221979277945,14.7777639303048,8.45578022211339,4.70446788329794
"35",3644399010690,38.236378,-105.543264,7970,0,0,31,1,0,0,0,6,0,0,3646836010690,124.178,121.082,3.966,0.6748,20.4374,0.0902,20.5276,0.4772,"3","3",0.025,0.025,1,1.5,279.375411614229,269.565656326396,290.608059171056,29.364379375952,7.16821502802282,15.9149404153433,2.43338500240807e-05,74.385546511075,15.383269977485,14.8300759424404,8.48401321126991,4.68405799492593
"36",3644448010690,38.221661,-105.23482,9350,14,2,0,0,0,0,0,0,0,0,35373252010690,483.802,428.104,8.788,0.8494,5.4882,0.00880000000000001,5.497,0.268,"3","2",0.075,0.075,1,11.4,280.048090685966,270.217069845456,291.278196358299,28.4040375372565,7.42724929544788,16.8265225929365,2.50822007524652e-05,75.2877434032378,15.4058887856821,14.9899940380807,8.54276057086488,4.09314684030472
"37",3644525010690,38.862708,-108.229835,6790,0,0,0,0,0,0,46,2,0,0,31663311010690,186.113333333333,170.016666666667,8.06333333333333,0.101666666666667,36.8166666666667,0,36.8166666666667,0.913,"9","9",0.575,0.575,1,1.5,279.899749656288,269.239284049729,292.246959995426,30.5704890458624,8.91250765844608,15.4201804810756,1.8361751451078e-05,86.857261320146,14.8951336154384,12.1941865889807,5.44550120413205,7.77410881005748
"38",3644587010690,38.985211,-107.752945,9530,0,20,0,0,0,0,0,0,0,0,3644678010690,44.13,39.8766666666667,9.51333333333333,0.0323333333333333,41.85,0,41.85,1.74133333333333,"1","1",0.925,0.725,1,5.1,279.119473716083,268.626537582888,291.322186189313,31.7184419769109,8.47473785492555,15.3551503766221,1.89244186554957e-05,84.3004705587059,15.022957277685,12.598110693346,5.78738124506297,7.96882710168564
"39",3644628010690,38.690454,-108.352755,6780,0,0,0,0,0,0,20,16,0,0,31663311010690,186.113333333333,170.016666666667,8.06333333333333,0.101666666666667,36.8166666666667,0,36.8166666666667,0.913,"9","9",0.575,0.575,1,1.5,280.212833679947,269.531423556257,292.536400243756,30.0071402781111,8.90319326263718,15.3347605592507,1.82087496430879e-05,87.0379427547416,14.8367545887422,12.1445699954403,5.41366776198238,7.6453049104531
"40",3644678010690,38.951101,-107.766715,8290,0,0,0,49,0,0,0,0,0,0,3644678010690,44.13,39.8766666666667,9.51333333333333,0.0323333333333333,41.85,0,41.85,1.74133333333333,"1","1",0.925,0.725,1,5.1,279.163174737626,268.671408178497,291.356393617125,31.6843540706897,8.46069653502175,15.3223511440682,1.8944790083159e-05,84.2459361309354,15.0153933160058,12.5983082792,5.78752283970727,7.97270924718462
"41",3644742010690,39.041316,-107.891205,10160,0,0,0,0,27,31,0,0,0,0,3667547010690,229.712,157.432,39.112,0.4796,23.912,0.0973999999999999,24.0094,0.7724,"1","2",0.65,0.4,1,6.4,279.285311219539,268.723465097513,291.572728311303,31.4418841994948,8.68166397389484,15.4686261108304,1.86543127950174e-05,85.4442769224141,15.0005091183645,12.4378014818486,5.63457497386494,7.92821370698978
"42",3644903010690,38.993217,-108.053961,10040,1,0,0,0,13,10,0,0,0,0,3667547010690,229.712,157.432,39.112,0.4796,23.912,0.0973999999999999,24.0094,0.7724,"1","2",0.65,0.4,1,6.4,279.553773431785,268.936981407538,291.887079893581,31.0784353232288,8.82579985753471,15.4765255502931,1.84950203532501e-05,86.2717478234161,14.9570183012005,12.3035814579015,5.52197828334324,7.87394367445377
"43",3644962010690,39.002042,-107.601208,9730,0,24,0,0,9,15,0,0,0,0,5335117010690,592.226666666667,378.16,36.5666666666667,0.706,13.4533333333333,0.166,13.6193333333333,0.828333333333333,"1","1",3.2,1,2,2,278.886687475159,268.453324499236,291.03153065093,31.9875606544481,8.32012942809564,15.3220197356338,1.91244095409036e-05,83.3864064894079,15.057445042356,12.7451460034875,5.93774100814399,7.96452483742312
